TESIS,TITULO,FECHA,RESUMEN,TIPO ARCHIVO,Idioma,TIPO TT,AUTOR1,AUTOR2,AUTOR3,AUTOR4,DIRECTOR1,DIRECTOR2,PALABRAS CLAVES 1,PALABRAS CLAVES 2,PALABRAS CLAVES 3,PALABRAS CLAVES 4,PALABRAS CLAVES 5,PALABRAS CLAVES 6,PALABRAS CLAVES 7,URL
Auditoria_de_gestion_a_la_jefatura_de_recursos_humanos_del_Gobierno_autonomo_descentralizado_del_canton_Calvas_ciudad_de_Cariamanga_2011,Auditoria de gestion a la jefatura de recursos humanos del Gobierno autonomo descentralizado del canton Calvas ciudad de Cariamanga,2011,"El presente trabajo de investigación tiene como propósito fundamental verificar la existencia de
 un adecuado proceso para el reclutamiento y selección del personal, así como también
 determinar el grado de capacitación del personal y con qué frecuencia se realiza dentro de la
 institución, a fin de contribuir al mejoramiento del desempeño institucional y evaluar el grado de
 eficiencia y eficacia con que se manejan los recursos disponibles y se logran los objetivos y metas
 de la misma.",PDF,es,bachelorThesis,Jimenez Soto Maria Edith,Torres Carrion Elizabeth de Jesus,NULL,NULL,Villafuerte Escudero Dayanara Isabel,NULL,Administracion de empresas,Auditoria administrativa,Recursos humanos,Cariamanga,Contabilidad y Auditoria,Loja,NULL,http://dspace.utpl.edu.ec/handle/123456789/777
Analisis_e_implementacion_de_solucion_informatica_para_abogados_2010,Analisis e implementacion de solucion informatica para abogados,2010,"Como en toda profesión, existen labores que son de tipo organizativo y administrativo, y de algún modo desvían la atención de las labores para las cuales se debe utilizar más el intelecto y el conocimiento. Los profesionales pueden llevar una agenda para ayudarse con las labores administrativas. Los abogados también pueden hacerlo, pero una agenda común no permite guardar determinada información que es propia de los profesionales del derecho.
 El propósito de esta tesis consiste en crear un recurso informático que sirva de ayuda para aquellas labores de organización y administración que el abogado realiza constantemente.
 En el medio existen algunos programas muy costosos como también gratuitos que sirven para administración de procesos legales, tales como BFLey, E-Plan, Brindys, Kmaleon, Amicus Attorney, Law firm Managment Toolkit, Legal Suite. Todos ellos son programas que se deben instalar en un equipo, sea comprando el software o descargándolo de la red. Algunos permiten a los usuarios revisar la información vía Web, otros solo en redes internas. Pero no se ha encontrado en el medio un programa que sea utilizado a nivel de Web 2, con acceso gratuito para cualquier persona que posea internet.",PDF,es,bachelorThesis,Duran Mackliff Jose Alexis,NULL,NULL,NULL,Sucunuta Manuel,NULL,Procesos Legales,Ingeniero en informatica,Software web,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1578
Desarrollo_de_un_sistema_para_la_administracion_de_informacion_del_laboratorio_central_de_control_de_calidad_de_la_empresa_metropolitana_de_alcantarillado_y_AGU_potable_de_Quito_2009,Desarrollo de un sistema para la administracion de informacion del laboratorio central de control de calidad de la empresa metropolitana de alcantarillado y AGU potable de Quito,2009,"La Empresa Metropolitana de Alcantarillado y Agua Potable de Quito, actualmente
 utiliza y desarrolla un sinnúmero de herramientas que le permiten automatizar diferentes
 procesos que facilitan y mejoran el trabajo que genera la Empresa, por tales razones el
 desarrollar un Sistema de Administración de Manejo de Información es precisamente uno
 de los proyectos a ejecutarse en la Institución.
 Por ello, en el Laboratorio Central de Control de Calidad, surge la necesidad y por ende
 el proyecto “SISTEMA DE ADMINISTRACION DE INFORMACION PARA EL
 LABORATORIO CENTRAL DE CONTROL DE CALIDAD”, el cual involucra un
 trabajo investigativo enfocado al diseño y modelamiento de cada proceso, los cuales
 recogen datos de los parámetros físicos, químicos y microbiológicos que a su vez pasan
 por un proceso de registro, análisis e interpretación de resultados.",PDF,es,bachelorThesis,Lapo Guaman Mercy Paulina,NULL,NULL,NULL,Sucunuta Manuel,NULL,Software,Lenguaje de programacion,,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1912
Creacion_de_un_equipo_de_respuestas_a_incidentes_de_seguridad_informatica_para_la_Universidad_Tecnica_Particular_de_Loja_CSIRTUTPL_2008,Creacion de un equipo de respuestas a incidentes de seguridad informatica para la Universidad Tecnica Particular de Loja CSIRTUTPL,2008,"Constantemente a nivel mundial se presentan importantes avances científicos y tecnológicos en las diferentes áreas de conocimiento, una de ellas son los continuos avances en el tema de la Internet que si bien es cierto facilita la comunicación y envío de recursos a través de grandes distancias, también algunas personas hacen uso de esta para realizar otras actividades como ataques de spam, fraudes, etc., que ponen en peligro la información que se maneja en diferentes organizaciones a nivel mundial.",PDF,es,bachelorThesis,Pilco Vivanco Rebeca Elizabeth,NULL,NULL,NULL,Espinoza Maria Paula,NULL,Seguridad Informatica,NULL,,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1479
Desarrollo_de_un_sistema_que_permita_el_ingreso_y_control_de_la_documentacion_generada_para_el_archivo_central_en_la_direccion_provincial_del_servicio_de_rentas_internas_de_zamora_chinchipe_2011,Desarrollo de un sistema que permita el ingreso y control de la documentacion generada para el archivo central en la direccion provincial del servicio de rentas internas de zamora chinchipe,2011,"El presente trabajo investigativo tiene como propósito fundamental mejorar los procesos del manejo de la documentación generada en la Dirección Provincial del Servicio de Rentas Internas de Zamora Chinchipe.
 El objetivo general es elaborar un sistema que permita el ingreso y control de la documentación para el Archivo Central de la Institución. Para su cumplimiento se utilizaron los siguientes métodos: el método descriptivo que permitió conocer y determinar los requerimientos funcionales y no funcionales del sistema; así como, sistematizar los procesos en el manejo documental y el método analítico facilitó la determinación de los casos de uso para el análisis y diseño del sistema.
 Para la obtención de la información se emplearon técnicas como: la entrevista y la observación directa realizada a los funcionarios de la institución, describiendo las tareas que cumplen y los procesos en los que participan cada uno de ellos; para el procesamiento de la información se utilizó la técnica estadística.",PDF,es,bachelorThesis,Salinas Villavicencio Cecilia Piedad,NULL,NULL,NULL,Jaramillo Danilo,NULL,Programacion informatica,Sistemas de computadores,Documentos,Base de datos,Construccion del sistema,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1659
Organizacion_y_sistematizacion_de_informacion_y_procesos_de_la_modalidad_de_educacion_a_distancia_en_la_Universidad_Catolica_San_Pablo_Chiquitos_(UCB_Ch)_2009,Organizacion y sistematizacion de informacion y procesos de la modalidad de educacion a distancia en la Universidad Catolica San Pablo Chiquitos (UCB Ch),2009,"En la Universidad Católica Boliviana San Pablo – Chiquitos (UCB-Ch) en San Ignacio de Velasco, para el perfeccionamiento de la Modalidad de Educación a Distancia, esta cuenta con el apoyo de la Universidad Técnica Particular de Loja (Ecuador), que constantemente se encuentra enviando profesionales para ayudar en este proyecto a la Gran Región de la Chiquitania Boliviana, con este preámbulo pongo a consideración el trabajo realizado desde el 26 de Marzo del 2008 al 13 de Marzo del 2009.
 Mi labor como tesista estuvo dirigida al Área de Educación a Distancia, continuando con los procesos permanentes como Promoción, Matriculación, Jornada de Asesoría de Sistema, Tutorías Presenciales, Evaluaciones Presenciales, Calificaciones, etc., asimismo la Organización y Sistematización de Información y procesos de la Modalidad de Educación a Distancia en la Universidad, empezando por extraer la información desde las primeras etapas de la nueva modalidad de estudios hasta la fecha de mi retorno tanto digital como físicamente.",PDF,es,bachelorThesis,Parra Celi Nora Esperanza,NULL,NULL,NULL,Piedra Pullaguari Nelson Oswaldo,NULL,Ingenieria de software,Desarrollo de software,Arquitectura del software,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1505
Compilacion_de_software_libre_educativo_para_escuelas_municipales_de_la_ciudad_de_loja_2010,Compilacion de software libre educativo para escuelas municipales de la ciudad de loja,2010,"En el presente proyecto de tesis se realiza un estudio de las aplicaciones educativas de software libre existentes hoy en día y que pueden ser utilizadas en las distintas instituciones de nuestra localidad, para luego de su análisis y comparación, seleccionar la mejor alternativa, personalizarla, ajustarla a los requerimientos del proyecto, ser remasterizada y presentada como una solución a las escuelas municipales de la ciudad de Loja.
 Como resultado del presente proyecto se obtuvo EDULOJA, una solución pensada en niños de nivel primario, que además, de ser fácil de instalar, puede ser utilizada como live-cd, y que es una contribución para la educación primaria en nuestra ciudad, fomentando así, el uso de software libre y nuevas tecnologías.",PDF,es,bachelorThesis,Macas Espinosa Adriana Belen,NULL,NULL,NULL,Lopez Lapo Ruperto Alexander,NULL,Programacion informatica,Software libre educativo,Tecnologia educativa,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1639
Implementacion_de_un_centro_de_servicio_en_el_grupo_de_desarrollo_de_software_utilizando_la_metodologia_itil_2009,Implementacion de un centro de servicio en el grupo de desarrollo de software utilizando la metodologia itil,2009,"Con ITIL se definieron modelos de proceso que fueron probados antes de llevarlos a la práctica
 y que al día de hoy son consideradas como las mejores prácticas para la Gestión de Servicios
 de TI. Estos lineamientos de ITIL están en continua evolución a medida que surgen nuevos
 retos en la organización.
 Adoptar buenas prácticas ITIL versión 2 no implica que se vayan a implementar todos los
 grupos de procesos a la vez, ITIL es un proceso flexible ya que permite escoger los procesos
 que requiere el negocio independientemente de su tamaño o de la tecnología que disponga.
 En conclusión, los conceptos plasmados en la documentación de ITIL son esenciales para una
 correcta administración de las TI, ya que proporcionan a los profesionales de la informática los
 conocimientos y recursos necesarios para administrar y mantener una infraestructura
 tecnológica de forma efectiva, con el principal objetivo de cubrir las necesidades de los clientes
 mediante la mejor utilización de los recursos disponibles.
 Conocer y aplicar las mejores prácticas de ITIL, brinda a la empresa una gran ventaja
 competitiva, ya que aprovecha las recomendaciones y experiencias aprendidas por otras
 personas en entornos y situaciones diferentes y durante varios años, estas cualidades
 convierten al profesional en informática en un agente de cambio, capacitándolo para generar
 soluciones creativas e innovadoras que mejoren las operaciones del negocio.
 Se consideró a ITIL como una buena alternativa para formar el Centro de Servicio del GDS
 porque actualmente tiene las mejores prácticas probadas a nivel mundial, y de acuerdo a los
 requerimientos y retos que la UTPL espera cubrir en cuanto al soporte a los usuarios, ITIL
 brinda la flexibilidad necesaria para adaptar los procesos requeridos y adoptar las mejores
 prácticas requeridas.",PDF,es,bachelorThesis,Diaz Cueva Diana Rosa,NULL,NULL,NULL,Espinoza Maria Paula,NULL,Servicios Tecnicos,NULL,,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1701
Estudio_de_caracateristicas_semanticas_sobre_Oracle_11g_2010,Estudio de caracateristicas semanticas sobre Oracle 11g,2010,"La semántica hoy en día es una realidad que brinda mayor significado a la
 información que se encuentra en la web, para esto resulta importante conocer
 como esta tendencia puede ser aplicada en las bases de datos y que
 características deben poseer las mismas para trabajar con un soporte
 semántico, con la finalidad de ser aplicadas en algún sistema informático que
 sirva a la sociedad.
 Por tal motivo, el presente proyecto analiza las características semánticas
 que proporciona Oracle 11g, considerando criterios como arquitectura,
 extensiones, acceso, manipulación, inserción, consultas de datos e inferencia
 con el objetivo de crear reglas considerando un dominio específico.
 Una parte importante de este trabajo consistió en analizar los diferentes
 método de inserción que Oracle 11g ofrece con el propósito de realizar una
 comparación para determinar cuál es el más adecuado dependiendo de la
 cantidad de datos que se desea insertar en la base de datos, además se
 determino que el mejor método de inserción en cualquier caso es mediante
 SQL*Loader.",PDF,es,bachelorThesis,Sanchez Sarango Angel Fabricio,NULL,NULL,NULL,Lopez Vargas Jorge,NULL,Oracle 11g,Tecnologias semanticas,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1608
Repositorio_de_items_de_evaluacion_para_la_modalidad_abierta_2011,Repositorio de items de evaluacion para la modalidad abierta,2011,"El objetivo principal del presente trabajo es crear un repositorio de ítems de evaluación, para las asignaturas que se ofertan en la Modalidad Abierta y a Distancia de la Universidad Técnica Particular de Loja, que permita crear N versiones de evaluaciones presenciales, con contenidos debidamente distribuidos, un nivel de dificultad adecuado y suficiente claridad.
 Otro de los objetivos es crear una herramienta que permita, a los profesores, ingresar bancos de preguntas de forma fácil y con un entorno Microsoft, con las cuales, la mayoría de docentes se encuentra en constante relación.
 En la actualidad, el docente elabora sus evaluaciones en forma manual y en base a su propio criterio; y, debido al tiempo disponible y a las múltiples actividades se incurre en ciertas irregularidades que van disminuyendo paulatinamente a fin de evitar inconvenientes para los estudiantes. La limitada posibilidad del profesor al generar únicamente dos versiones conlleva a un riesgo de seguridad al momento de aplicar las evaluaciones presenciales. Razón que justifica la necesidad de estructurar un módulo que permita al docente crear un banco dinámico de preguntas que sería actualizado según los criterios pedagógicos establecidos para el efecto. El banco permitirá generar más de dos versiones de las evaluaciones presenciales e incluso se puede pensar en un modelo de evaluaciones individuales.",PDF,es,bachelorThesis,Plaza Jadan Julio Ivan,NULL,NULL,NULL,Abad Espinoza Marco Patricio,NULL,Educacion superior,Educacion a distancia,Evaluacion,UTPL,Electronica,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1887
Enfoques_del_rol_profesionalizacion_actitudes_y_practicas_eticas_de_los_educadores_profesionales_de_educacion_general_basica_de_los_centros_educativos_Corazon_de_la_Patria_Monseñor_Leonidas_Proaño_CECI_San_Jose_de_Gaushi_perteneciente_al_canton_Riobamba_y_CECIB_Pacifico_Chiriboga_Nueva_Jerualen_Pedro_Ignacio_Lizarzaburo_Juan_Bernardo_Davalos_Dr._Antonio_Perez_CEM._Gonzalo_Diaz_de_Pineda_Cacha_Corral_y_11_de_Abril_perteneciente_a_la_zona_escolar_Columbe_Alto_y_provincia_de_Chimborazo_2012,Enfoques del rol profesionalizacion actitudes y practicas eticas de los educadores profesionales de educacion general basica de los centros educativos Corazon de la Patria Monseñor Leonidas Proaño CECI San Jose de Gaushi perteneciente al canton Riobamba y CECIB Pacifico Chiriboga Nueva Jerualen Pedro Ignacio Lizarzaburo Juan Bernardo Davalos Dr. Antonio Perez CEM. Gonzalo Diaz de Pineda Cacha Corral y 11 de Abril perteneciente a la zona escolar Columbe Alto y provincia de Chimborazo,2012,"La importancia que tiene una buena capacitación y formación profesional, se dio inicio a la investigación empezando con la búsqueda de establecimientos educativos que estén dispuestos a participar en este proyecto de mejoramiento educativo y que brinden todas las facilidades para recolectar los datos necesarios para evaluar el rol del docente y todo lo concerniente a su formación profesional y el entorno en el que se desenvuelven, cada actividad realizada estuvo enfocada al tema de investigación, se puso mayor énfasis al rol que cumplen los docentes y por otro la implementación de las nuevas tecnologías de información y comunicación, y por ende su relación con la educación.",PDF,es,bachelorThesis,Padilla Cando Carlos Armando,Ilbay Guaman Luis Alfredo,NULL,NULL,Correa Carlos,NULL,Docentes,Eduaccion,Etica,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/2070
Enfoques_del_rol_profesionalizacion_actitudes_y_practicas_eticas_de_los_educadores_profesionales_de_educacion_general_basica_del_Ecuador_en_el_Colegio_Fiscal_nocturno_Jose_Maria_Estrada_Coello_2012,Enfoques del rol profesionalizacion actitudes y practicas eticas de los educadores profesionales de educacion general basica del Ecuador en el Colegio Fiscal nocturno Jose Maria Estrada Coello,2012,"La investigación que se realizó, se tomó como muestra una población de treinta y cinco educadores, del colegio fiscal José María estrada Coello, escogidos de forma aleatoria de la nómina de maestros, y accediendo individualmente a la realización del trabajo. Después de procedió a realizar una entrevista individual, debiendo contestar tres preguntas, adicional a esto se los reunió grupalmente para que contestaran un cuestionario.",PDF,es,bachelorThesis,Parra Bajaña Karina Haikel,NULL,NULL,NULL,Arevalo Torres Jose Luis,Arevalo Torres Jose Luis,Docentes,Docentes,Etica,Rol profesional,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/2073
Implementacion_de_modelos_de_movilidad_para_redes_moviles_Ad_hoc_2012,Implementacion de modelos de movilidad para redes moviles Ad hoc,2012,"El presente trabajo inicia con el estudio de algunos de los modelos más representativos de movilidad empleados en la simulación de las redes móviles Ad hoc (MANET). Se analizan también, conceptos de escenarios de emergencia y rescate reales, que indican las oportunidades que tienen las redes MANET para ser aplicadas en zonas de desastre. En base a lo anterior, se propone la construcción de dos modelos de movilidad de restricción geográfica denominados: Unmarked point model (UPM) y Adjacency vertex model (AVM), que están orientados a la movilidad dentro de una imagen de formato XBM dentro de un segmento del mapa de la ciudad de Loja (1000px X 2000 px) que se ha simulado un desastre. UPM está desarrollado a partir del análisis de puntos libres y ocupados de la imagen. AVM realiza su movimiento mediante el uso de una matriz de adyacencia y la evaluación comparativa de la longitud de los caminos. Los dos modelos se implementan en la herramienta de simulación Scengen para generar escenarios de movilidad que posteriormente van a ser utilizados para el análisis de la red.",PDF,es,bachelorThesis,Sanchez Landin Juan Carlos,NULL,NULL,NULL,Torres Tandazo Rommel Vicente,NULL,Redes moviles,Redes manet,Herramientas Scengen,Redes Ad hoc,Ingeniero en sistemas informaticos,NULL,NULL,http:/dspace.utpl.edu.ec/handle/123456789/2966
Sistema_de_informacion_para_el_catastro_urbano_del_canton_Paquisha_y_las_parroquias_Bellavista_y_Nuevo_Quito_2012,Sistema de informacion para el catastro urbano del canton Paquisha y las parroquias Bellavista y Nuevo Quito,2012,"La planificación del uso del territorio tiene como base fundamental el catastro predial, así como también la utilización de sistemas de información geográfica, por la capacidad que tienen para modelar situaciones del mundo real que permitan realizar estudios multitemporales de los diferentes fenómenos que se presentan en la naturaleza, así como también por la concepción de su desarrollo, el trabajo de tesis tiene como finalidad construir una herramienta que facilite éstas tareas, con la construcción de un sistema de información para el catastro predial del cantón Paquisha y de sus parroquias Nuevo Quito y Bellavista. La metodología empleada para el desarrollo del sistema es ICONIX, que se fundamenta en el análisis de casos de uso, así como MapObjects del Environmental Systems Research Institute, Inc. (ESRI) que son controles ActiveX que amplían las funcionalidades del lenguaje de Programación Visual Basic, permitiendo de esta manera crear aplicaciones para mapeo con funcionalidades cartográficas.",PDF,en,bachelorThesis,Ortiz Calle Marx Lenin,NULL,NULL,NULL,Gomez Alvarado Hector Fernando,NULL,Programas para computadores,Sistemas de informacion geografica,Catastro predial urbano,Visualizador geografico territorial,MapObjects,Ingeniero en sistemas informaticos,NULL,http://dspace.utpl.edu.ec/handle/123456789/2897
Gestion_de_proceso_de_negocio_a_traves_de_BPM_para_el_modelo_de_emprendimiento_de_la_UTPL_2012,Gestion de proceso de negocio a traves de BPM para el modelo de emprendimiento de la UTPL,2012,"El presente proyecto de fin de titulación muestra el uso y aplicación de las tecnologías y metodologías de gestión de procesos de negocio para el Modelo de Emprendimiento de la UTPL, en el mismo se ha seleccionado los métodos de captura de requisitos, documentación de información, optimización y automatización de procesos de negocio, aplicando el estándar BPMN (Business Process Modeling Nomenclature) para el diseño de procesos de negocio y el diseño en la herramienta BPMS (Business Process Management Suite) propuesta por Bonita Open Solutions, además de un ECM (Enterprise Content Management) denominado Alfresco para la gestión documental y un gestor de reglas de negocio denominado Drools. En la búsqueda del mejoramiento continuo se obtiene la estandarización de los procesos de negocio, la documentación de los mismos y la puesta en marcha de un sistema basado en procesos de negocio para la gestión de las actividades y tareas que se realizan en el Modelo de Emprendimiento de la UTP",PDF,es,bachelorThesis,Peralta Suing Diego Paul,NULL,NULL,NULL,Cabrera Silva Armando Augusto,NULL,Administracion de empresas,Negocios,Gestion de procesos,Herramientas BPMS,Ingeniero en Sistemas Informaticos y Computacion,Procesamiento de datos,NULL,http://dspace.utpl.edu.ec/handle/123456789/4119
Publicacion_de_Datos_Universitarios_Enlazados_observando_los_Principios_de_Linked_Data._Componente_LUD_Red_Social_Academica_y_Cientifica_de_UTPL_2012,Publicacion de Datos Universitarios Enlazados observando los Principios de Linked Data. Componente LUD Red Social Academica y Cientifica de UTPL,2012,"El presente es un proyecto de fin de Titulación, de la Universidad Técnica Particular de Loja, llamado LINKED DATA, éste pretende dar una solución a la web actual, obteniendo información semántica de lo referente a Redes Sociales y Académicas de UTPL (estudiantes, docentes, investigadores, administrativos), a través de un agente software, el cual pueda realizar procedimientos automáticos que obtenga su información semántica, es decir, capaz de buscar y realizar operaciones por sí mismo.
 Para ello se utilizará tecnologías a fines a la Web Semántica, como: RDF, que es un estándar de amplio uso en la comunidad web semántica, en donde es posible compartir, y reutilizar datos y documentos entre diferentes tipos de usuarios; SPARQL nos facilita las consultas a través del cual se obtiene la información requerida; JENA nos ayuda a obtener la estructura del RDF y 4STORE nos servirá para almacenar datos RDF. Para finalizar con el desarrollo de una aplicación de visualización, la cual nos permite realizar búsquedas semánticas a través de consultas SPARQL, en un entorno amigable para el usuario.",PDF,es,bachelorThesis,Pineda Cabrera Yesenia Carolina,NULL,NULL,NULL,Piedra Pullaguari Nelson Oswaldo,NULL,Web Semantic,Linked data,Programa para computadores,SPARQL,SPARQL,Recursos Educativos y Cientificos,Ingeniero en sistemas informaticos y computacion,http://dspace.utpl.edu.ec/handle/123456789/3985
Implementacion_del_proceso_de_Release_Management_dentro_del_gobierno_de_TI_en_el_Banco_Nacional_de_Fomento_2011,Implementacion del proceso de Release Management dentro del gobierno de TI en el Banco Nacional de Fomento,2011,"El Proyecto de Implementación del Core Bancario, obligó a toda la institución y particularmente a la
 Gerencia Nacional de Sistemas a madurar sus procesos, consolidarlos y administrarlos de manera
 adecuada, considerando el crecimiento exponencial en infraestructura necesaria para soportar la
 solución escogida.
 Se inicia un permanente ciclo de mejora continua para la gestión de cada uno de los procesos
 involucrados, tanto en el soporte como en la entrega del servicio. Considerando la compleja
 arquitectura de la solución bancaria integrada, como uno de los puntos de apoyo visible, se define la
 optimización de la Gestión de Versiones (Release Management) para garantizar disponibilidad y
 continuidad del servicio para la atención de todos nuestros clientes en cada una de las localidades a
 nivel nacional.",PDF,es,bachelorThesis,Carrion Sanchez Lenni Tatiana,Viteri Cordova Julio Martin,NULL,NULL,Cabrera Armando,Abad Patricio,Informatica,Servicios al cliente,Core bancario integral,Banco Nacional de Fomento,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/5483
Desarrollo_de_un_sistema_semiautomatico_de_etiquetacion_de_contenidos_de_blogs_utilizando_lenguajes_de_descripcion_semantica_2011,Desarrollo de un sistema semiautomatico de etiquetacion de contenidos de blogs utilizando lenguajes de descripcion semantica,2011,"En este proyecto se desarrolla un sistema semiautomático de etiquetación de contenidos de blogs utilizando lenguajes de descripción semántica (Sistema de Etiquetación de Metadatos a Entradas de Blogs ―EMEB‖), en base a la extracción y reutilización de metadatos de las entradas publicados en el wordpress multiusuario de la Universidad Técnica Particular de Loja, a través de bookmarks estructurados en archivos RDF utilizando etiquetas Dublín Core, que pueden ser vistos en sistemas de representación de bookmarks ó por herramientas de representación semántica mediante el acceso a un directorio público. Además se aplica una taxonomía que permite la categorización de los blogs de acuerdo a la estructura organizacional de la universidad.
 Cada uno de los bookmarks extraídos por el Sistema EMEB sirve como fuente de alimentación para el Repositorio del conocimiento KMS de la UTPL1.",PDF,es,bachelorThesis,Burguan Valverde lliana Maritza,NULL,NULL,NULL,Gonzalez Eras Alexandra Cristina,NULL,Computacion,Programas para computadores,Educacion,Wordpress multiusuario,Blogs,UTPL,NULL,http://dspace.utpl.edu.ec/handle/123456789/5476
Desarrollo_y_adaptacion_de_una_capa_de_usuario_final_basada_en_web_services_para_las_versiones_de_moodle_1.9.x_y_2.0.x_2011,Desarrollo y adaptacion de una capa de usuario final basada en web services para las versiones de moodle 1.9.x y 2.0.x,2011,"Las plataformas de aprendizaje (e-learning) han contribuido con el mejoramiento de los procesos de enseñanza aprendizaje gracias al uso de internet. Una de estas plataformas de aprendizaje, que posee muchos usuarios a nivel mundial es Moodle, sin embargo, aunque cumple con los principios básicos para el proceso de enseñanza-aprendizaje en línea, deja mucho que desear en cuanto a las nuevas tendencias en la web, como es el tema de la web 2.0 y de las redes sociales. Se ha considerado sumamente importante la necesidad de incorporar las nuevas tendencias de la web a la plataforma e-learning Moodle en sus versiones 1.9.x y 2.0.x, con este objetivo se han desarrollado e implementado tres nuevas capas funcionales sobre las versiones mencionadas de Moodle, estas capas son: capa de web services, capa de widgets, y una capa de red social. Con esto se pretende integrar componentes modernos y eficaces en los sistemas de aprendizaje en línea, particularmente en la plataforma e-learning Moodle, y así lograr un mejor rendimiento tanto en el proceso de enseñanza como en el proceso de aprendizaje.",PDF,es,bachelorThesis,Chamba Jimenez Esteban Yomairo,NULL,NULL,NULL,Torres Diaz Juan Carlos,Abad Espinoza Marco Patricio,Informatica,Web aplicaciones,Sistema web 2.0,E-learning,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1009
Sistema_web_de_solicitudes_de_servicios_de_reserva_de_bienes_de_la_universidad_tecnica_particular_de_loja_para_el_departamento_de_infraestructura_y_servicios_con_el_uso_de_base_de_datos_oracle_y_la_utilizacion_de_tecnologia_ajax_2008,Sistema web de solicitudes de servicios de reserva de bienes de la universidad tecnica particular de loja para el departamento de infraestructura y servicios con el uso de base de datos oracle y la utilizacion de tecnologia ajax,2008,"Actualmente la mayoría de procesos que en el Departamento de Infraestructura y Servicios de la UTPL, son efectuados en forma manual, motivo por el cual se ha presentado la necesidad de realizar la automatización de ciertas actividades que son repetitivas y que son factibles de informatización. El sistema que se desarrolló, estará al alcance de las secretarias de todos los CITTES y además está disponible para el personal encargado de los servicios en el Departamento de Infraestructura. Este personal será el responsable de darle mantenimiento al sistema. Adicionalmente, el personal directivo encargado de autorizar cualquier tipo de trámite o solicitud tendrá la opción de realizarlo mediante esta herramienta.
 En el capítulo 1 que se lo ha denominado CONCEPTUALIZACION, se tomó como base la metodología de desarrollo RUP y algunos de sus artefactos, es así que es esta etapa se realizó el documento visión el cual permite tener, en aspectos generales, una visión global del problema así como sus posibles soluciones. De este proceso se anexa el Documento Visión (VICO.ORG).",PDF,es,bachelorThesis,Poma Minga Jose Raul,Morejon Villavicencio Jose Raul,NULL,NULL,Abad Espinoza Marco Patricio,NULL,Tecnologia Ajax,NULL,,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1662
Reconocimiento_visual_y_tregistro_de_las_placas_de_los_automotores_que_salen_del_campus_de_la_UTPL_mediante_el_uso_de_tecnicas_de_vision_artificial_2009,Reconocimiento visual y tregistro de las placas de los automotores que salen del campus de la UTPL mediante el uso de tecnicas de vision artificial,2009,"El trabajo de reconocimiento visual y registro de las placas de los automotores que ingresan al campus de la UTPL mediante el uso de tecnicas de vision artificial, nace de la necesidad de la UTPL por controlar y registrar el ingreso y salida de vehiculos del campus universitario; con la finalidad de poder impedir el acceso y salida no autorizada de los vehiculos, ya sean particulares o de propiedad de la universidad",PDF,es,bachelorThesis,Moreno Aguilar Giovanny Paolo,NULL,NULL,NULL,NULL,NULL,UTPL Campus,Reconocimiento automotores,,NULL,NULL,NULL,NULL,http://dspace.utpl.edu.ec/handle/123456789/1665
